*,185_744505,185_745093,186_744506,186_745101,187-coll832-trial1_767271,187-coll832-trial1_769250,187_744507,187_745109,188-coll832-trial1_767272,188-coll832-trial1_769251,188_744508,188_745117,189-coll853-trial1_767273,189-coll853-trial1_769252,189_744509,190-coll853-trial1_767274,190-coll853-trial1_769253,190_744510,191_744511,192_744512,193_744513,194_744514,195_744515,196_744516,197_744528,198_744527,199_744526,200_744525,201_744524,202_744523,203_744522,204_744521,205_744520,205_745118,206_744519,206_745110,207_744518,207_745102,208_744517,208_745094,209_744529,209_745095,210_744530,210_745103,211_744531,211_745111,212_744532,212_745119,213_744533,214_744534,215_744535,216_744536,217_744537,218_744538,219_744539,220_744540,221-coll801-trial1_767270,222-coll801-trial1_767269,222-coll801-trial1_769248,223_744550,224_744549,225_744548,226_744547,227_744546,228_744545,229_744544,229_745120,230_744543,230_745112,231_744542,231_745104,232_744541,232_745096,233_744553,233_745097,234_744554,234_745105,235_744555,235_745113,236_744556,236_745121,237_744557,238_744558,239_744559,240_744560,241_744561,242_744562,243_744563,244_744564,245_744576,246_744575,247_744574,248_744573,249_744572,250_744571,251_744570,252_744569,253_744568,253_745122,254_744567,254_745114,255_744566,255_745106,256_744565,256_745098,257_744577,257_745099,258_744578,258_745107,259_744579,259_745115,260_744580,260_745123,261_744581,262_744582,263_744583,264_744584,265_744585,266_744586,267_744587,268_744551,269_744552,270_744598,271_744597,272_744596,273_744595,274_744594,275_744593,276_744592,277_744591,277_745124,278_744590,278_745116,279_744589,279_745108,280_744588,280_745100,864_767280,864_769259,869_767286,869_769265,corin-trial1_769254,narranderah-trial1_767276,narranderah-trial1_769255
218_744538,0.033953,0.034029,0.032919,0.034527,0.034441,0.033859,0.03536,0.033737,0.03472,0.035246,0.03391,0.034201,0.037026,0.034931,0.033879,0.031183,0.032638,0.03361,0.02968,0.032321,0.030378,0.033509,0.034365,0.031338,0.032197,0.029833,0.035766,0.03477,0.034373,0.034023,0.033729,0.033106,0.035909,0.03611,0.034764,0.035043,0.031403,0.031163,0.034745,0.035446,0.032767,0.032511,0.033764,0.033381,0.034159,0.033952,0.031465,0.031127,0.036152,0.033329,0.033568,0.033169,0.03362,0,0.031855,0.034193,0.034535,0.033812,0.034653,0.034394,0.032875,0.034895,0.030893,0.030719,0.033105,0.035486,0.033745,0.037276,0.036955,0.036706,0.036744,0.034192,0.034229,0.032493,0.032519,0.033707,0.033881,0.032239,0.031126,0.031699,0.032985,0.032711,0.033091,0.033591,0.036314,0.036959,0.035558,0.034351,0.031851,0.036488,0.033382,0.03072,0.056522,0.056818,0.027847,0.090909,0.0625,0,0.047619,0.031257,0.032106,0.031291,0.031254,0.030745,0.030574,0.032004,0.033117,0.035298,0.034039,0.030794,0.03169,0.033599,0.033982,0.031732,0.153944,0.031784,0.030598,0.034988,0.033948,0.033546,0.035769,0.434951,0.035179,0.03411,0.035045,0.03247,0.035508,0.03325,0.033094,0.034629,0.034745,0.033305,0.033826,0.034102,0.034688,0.034073,0.034679,0.028446,0.028129,0.029902,0.029931,0.874194,0.876717,0.876746
219_744539,0.033474,0.033874,0.032848,0.03428,0.032656,0.032081,0.034793,0.034296,0.034654,0.034626,0.032946,0.033451,0.037588,0.036402,0.033182,0.03371,0.034649,0.034887,0.032043,0.032503,0.031817,0.034124,0.033272,0.032891,0.031161,0.032553,0.034381,0.032488,0.035266,0.033423,0.031084,0.033671,0.03462,0.034023,0.035728,0.035059,0.022632,0.022767,0.033847,0.034047,0.029301,0.029326,0.033544,0.033364,0.031706,0.032774,0.030178,0.030063,0.033971,0.03184,0.031743,0.034436,0.034419,0.031855,0,0.033169,0.031508,0.033155,0.034008,0.031981,0.031038,0.033501,0.035027,0.032683,0.033802,0.034811,0.035168,0.034866,0.034881,0.035886,0.035332,0.033946,0.0352,0.032669,0.033746,0.032035,0.033474,0.033741,0.033384,0.033333,0.034255,0.03546,0.031773,0.03077,0.03635,0.03458,0.035055,0.026582,0.033205,0.036252,0.034169,0.031512,0.053097,0.052632,0.032427,0.064516,0.042553,0,0.0625,0.033624,0.035577,0.034977,0.034373,0.034953,0.035265,0.032955,0.035913,0.034047,0.033982,0.031028,0.032552,0.03158,0.032392,0.033113,0.154237,0.032286,0.032755,0.034126,0.032026,0.033751,0.035528,0.436072,0.032633,0.032935,0.03502,0.035325,0.032902,0.031434,0.031749,0.032798,0.032325,0.032554,0.033904,0.032281,0.033824,0.034156,0.033698,0.032486,0.033459,0.034165,0.034135,0.870877,0.874626,0.874315
220_744540,0.031732,0.032389,0.033207,0.034166,0.035058,0.033954,0.033689,0.032691,0.036671,0.035877,0.032477,0.035077,0.038094,0.037625,0.03388,0.034295,0.034967,0.034664,0.033422,0.034991,0.033952,0.034669,0.033244,0.031818,0.031941,0.032395,0.038654,0.034502,0.033801,0.035149,0.033842,0.033648,0.034359,0.03521,0.022522,0.022295,0.032478,0.033123,0.034522,0.03476,0.033045,0.033968,0.03302,0.032782,0.032449,0.032753,0.035189,0.033735,0.03359,0.032038,0.032066,0.033988,0.030979,0.034193,0.033169,0,0.034738,0.033359,0.032747,0.03502,0.032051,0.034339,0.037467,0.033057,0.036202,0.032771,0.032622,0.03369,0.034581,0.03621,0.036382,0.034667,0.035393,0.033767,0.034505,0.034824,0.035549,0.034677,0.034144,0.036255,0.03649,0.037212,0.032578,0.033417,0.035011,0.037533,0.036298,0.047619,0.034392,0.037347,0.032377,0.035472,0.034783,0.062044,0.03311,0.109375,0.010638,0,0.073171,0.036029,0.036932,0.036529,0.036001,0.036029,0.03577,0.035041,0.038028,0.036972,0.037348,0.035431,0.035089,0.032929,0.033148,0.032367,0.152362,0.032751,0.033174,0.035109,0.034906,0.034078,0.034811,0.437297,0.034931,0.034816,0.035022,0.03282,0.035471,0.034544,0.032003,0.036671,0.036521,0.035945,0.036309,0.034448,0.03569,0.034307,0.034453,0.034936,0.035211,0.03517,0.033868,0.875712,0.879727,0.878803
221-coll801-trial1_767270,0.033774,0.034267,0.034226,0.035581,0.020634,0.020987,0.03664,0.032787,0.036721,0.036323,0.031274,0.030558,0.039807,0.038233,0.033911,0.03239,0.033948,0.035849,0.03097,0.030438,0.036336,0.036667,0.034686,0.036846,0.030718,0.031487,0.036371,0.031202,0.032477,0.037297,0.035054,0.036296,0.035308,0.034536,0.035027,0.032371,0.034014,0.034392,0.035503,0.03465,0.036819,0.035688,0.036531,0.038519,0.030628,0.032812,0.035369,0.033157,0.033061,0.033636,0.034547,0.041667,0.03738,0.034535,0.031508,0.034738,0,0.037037,0.036792,0.038318,0.028636,0.037463,0.031034,0.037037,0.034666,0.032487,0.032609,0.031563,0.034047,0.031388,0.030201,0.032175,0.033036,0.036003,0.035004,0.033948,0.035211,0.035793,0.035688,0.027485,0.028174,0.034591,0.029911,0.033729,0.039542,0.032114,0.035381,0.035714,0.035496,0.037308,0.036677,0.033235,0.03125,0.052632,0.03763,0.142857,0.0625,0,0.055556,0.029758,0.030973,0.02939,0.028719,0.035264,0.03529,0.032807,0.031329,0.034996,0.035094,0.032774,0.031734,0.036925,0.035201,0.037324,0.211896,0.039823,0.035477,0.033779,0.034457,0.030506,0.032841,0.423163,0.037574,0.038889,0.03812,0.039513,0.039823,0.036955,0.035688,0.038864,0.040121,0.04148,0.040684,0.039688,0.037453,0.036478,0.035185,0.033284,0.033948,0.033729,0.032793,0.851426,0.848828,0.850988
222-coll801-trial1_767269,0.031936,0.032666,0.031624,0.032815,0.033461,0.033632,0.032131,0.031421,0.033047,0.032499,0.032125,0.033546,0.036937,0.036592,0.031962,0.034993,0.035707,0.032001,0.034031,0.031361,0.034971,0.034047,0.029964,0.033984,0.029829,0.034727,0.03641,0.031729,0.032426,0.035168,0.034102,0.029891,0.033938,0.033662,0.035728,0.03584,0.033183,0.03349,0.034547,0.033374,0.033387,0.032652,0.033391,0.032611,0.035649,0.035943,0.032659,0.031763,0.033352,0.032094,0.034116,0.031604,0.033936,0.033812,0.033155,0.033359,0.037037,0,0.006277,0.034048,0.034064,0.037602,0.038838,0.034252,0.035463,0.035284,0.034884,0.034723,0.033811,0.033366,0.03172,0.033689,0.034189,0.031812,0.033033,0.031017,0.031663,0.031314,0.030898,0.035067,0.035561,0.037562,0.032634,0.032788,0.036486,0.03318,0.037423,0.034913,0.034034,0.037354,0.032836,0.032495,0.035088,0.059701,0.035159,0.15,0.021277,0,0.0375,0.035486,0.0356,0.034238,0.034225,0.036671,0.035257,0.036071,0.038553,0.033353,0.032871,0.03113,0.032844,0.034517,0.034281,0.031747,0.150796,0.030409,0.03464,0.033948,0.035904,0.034586,0.035374,0.436649,0.030525,0.030496,0.034507,0.035458,0.032547,0.029615,0.034046,0.031793,0.032382,0.034463,0.035789,0.033367,0.033753,0.033925,0.034335,0.034434,0.035257,0.032623,0.032477,0.877347,0.881563,0.880684
222-coll801-trial1_769248,0.03098,0.032139,0.030919,0.032337,0.034125,0.033021,0.031654,0.03218,0.033225,0.032107,0.03207,0.034194,0.035737,0.036513,0.031894,0.03417,0.035023,0.032531,0.03427,0.031385,0.034545,0.033373,0.029926,0.033227,0.028924,0.035089,0.035985,0.031661,0.032041,0.034526,0.033691,0.029578,0.033564,0.033633,0.035464,0.036458,0.032872,0.034009,0.034275,0.034742,0.032467,0.032867,0.031809,0.032153,0.035383,0.036603,0.033341,0.032392,0.033034,0.032099,0.034174,0.031487,0.033362,0.034653,0.034008,0.032747,0.036792,0.006277,0,0.034508,0.033646,0.036571,0.038545,0.033623,0.035312,0.034884,0.034958,0.033823,0.034396,0.032778,0.03123,0.033885,0.034016,0.03044,0.032692,0.030804,0.031993,0.030049,0.030883,0.035935,0.035229,0.037949,0.032856,0.032693,0.036479,0.032633,0.03781,0.037406,0.03458,0.038433,0.032567,0.032348,0.03913,0.059259,0.034722,0.145161,0.021277,0,0.0375,0.034623,0.035283,0.033524,0.033732,0.036633,0.03571,0.037528,0.03962,0.032034,0.031944,0.032093,0.033413,0.034868,0.034699,0.031304,0.15034,0.030014,0.033942,0.033241,0.035981,0.034153,0.034259,0.436389,0.030726,0.029986,0.034252,0.034881,0.031651,0.029157,0.033042,0.032351,0.032443,0.034418,0.036012,0.033242,0.033928,0.033355,0.033553,0.033578,0.034089,0.032248,0.031746,0.877508,0.881214,0.880781
223_744550,0.029989,0.030587,0.030412,0.03141,0.031821,0.031767,0.031713,0.03132,0.031769,0.032543,0.03107,0.031699,0.038253,0.037978,0.030299,0.035718,0.034769,0.029078,0.035561,0.032637,0.034062,0.032617,0.032337,0.033044,0.031036,0.0346,0.033184,0.032099,0.031331,0.035484,0.032175,0.028522,0.031559,0.032521,0.037699,0.036712,0.032831,0.032989,0.033852,0.03419,0.031808,0.032083,0.035374,0.034932,0.03521,0.034687,0.03076,0.03029,0.036134,0.034039,0.034853,0.032663,0.034401,0.034394,0.031981,0.03502,0.038318,0.034048,0.034508,0,0.036819,0.037225,0.037046,0.032872,0.035,0.036908,0.036067,0.030792,0.029356,0.031689,0.030783,0.036441,0.036613,0.031169,0.031268,0.034213,0.034874,0.035218,0.034588,0.03215,0.032272,0.037262,0.034581,0.030332,0.034347,0.030189,0.037404,0.03038,0.031342,0.036826,0.032347,0.033213,0.03913,0.05597,0.033487,0.080645,0.052083,0,0.075,0.034635,0.035161,0.033367,0.033535,0.034039,0.033767,0.032695,0.034399,0.034354,0.03365,0.029105,0.029264,0.035839,0.035028,0.033471,0.155391,0.034187,0.032872,0.033615,0.032474,0.032234,0.036368,0.436503,0.031836,0.033966,0.035279,0.035055,0.034608,0.032052,0.031715,0.030983,0.031822,0.032855,0.033734,0.032679,0.034329,0.033569,0.033513,0.035909,0.036737,0.034235,0.033596,0.871836,0.876551,0.875574
224_744549,0.035378,0.03654,0.034893,0.035891,0.035987,0.035337,0.036304,0.035847,0.036268,0.036533,0.034394,0.034267,0.038195,0.037805,0.036236,0.03551,0.036536,0.035364,0.035194,0.033881,0.033446,0.035693,0.034403,0.035747,0.033417,0.032658,0.037412,0.034424,0.036086,0.034281,0.034487,0.033669,0.036513,0.037469,0.034847,0.033329,0.031801,0.030263,0.036511,0.036992,0.032856,0.033094,0.030483,0.030564,0.035052,0.035308,0.033278,0.032229,0.024594,0.031991,0.029172,0.036541,0.028675,0.032875,0.031038,0.032051,0.028636,0.034064,0.033646,0.036819,0,0.035718,0.037579,0.036574,0.033028,0.034618,0.034788,0.038176,0.038541,0.037955,0.037382,0.036684,0.036925,0.035444,0.035515,0.034071,0.035203,0.034566,0.03441,0.036015,0.036665,0.038166,0.033194,0.035847,0.037485,0.036567,0.03654,0.031726,0.034703,0.038617,0.03289,0.03653,0.039823,0.067669,0.032928,0.129032,0.041667,0.333333,0.0625,0.036894,0.03591,0.034276,0.033743,0.036578,0.035083,0.035239,0.035275,0.034159,0.033495,0.034992,0.036103,0.033102,0.033677,0.032834,0.156567,0.034164,0.033128,0.035106,0.033692,0.033658,0.037221,0.434682,0.037003,0.035756,0.036943,0.036982,0.034997,0.034247,0.035227,0.036205,0.036636,0.036439,0.037827,0.035374,0.035246,0.033892,0.03357,0.036891,0.037336,0.033663,0.033532,0.873014,0.875452,0.875506
225_744548,0.035318,0.035853,0.035222,0.036428,0.037391,0.035601,0.034661,0.034931,0.037479,0.0373,0.033656,0.036611,0.038682,0.037787,0.036736,0.035232,0.035833,0.037046,0.035944,0.033634,0.036939,0.034008,0.036706,0.036175,0.034056,0.035488,0.036487,0.035545,0.036139,0.036877,0.036793,0.034707,0.036308,0.036882,0.036303,0.036269,0.035177,0.034474,0.035667,0.03569,0.033677,0.035258,0.034029,0.034065,0.035736,0.036485,0.035312,0.035114,0.035384,0.034814,0.033595,0.035593,0.034491,0.034895,0.033501,0.034339,0.037463,0.037602,0.036571,0.037225,0.035718,0,0.036885,0.034176,0.037382,0.036637,0.035856,0.038716,0.040431,0.038445,0.039352,0.032952,0.032592,0.03539,0.036305,0.033275,0.033382,0.03465,0.034293,0.033627,0.033549,0.037905,0.034255,0.035146,0.036021,0.039065,0.023313,0.038945,0.036065,0.036046,0.034151,0.03667,0.052632,0.058824,0.034359,0.112903,0.042553,0,0.0375,0.035935,0.036126,0.034768,0.034416,0.034702,0.034424,0.037757,0.039884,0.033922,0.033237,0.036227,0.03716,0.034808,0.035998,0.035171,0.155206,0.036411,0.034406,0.036287,0.035877,0.032792,0.035566,0.436411,0.033025,0.034349,0.033926,0.036579,0.03488,0.035223,0.034289,0.034869,0.034556,0.034198,0.035371,0.034236,0.03571,0.032944,0.033259,0.035592,0.036908,0.034369,0.033238,0.871627,0.874784,0.874296
226_744547,0.034825,0.034794,0.032705,0.034792,0.034001,0.033474,0.035397,0.034773,0.035732,0.035406,0.036604,0.036518,0.036722,0.036026,0.034657,0.034847,0.033152,0.035339,0.031281,0.034783,0.032897,0.038654,0.035964,0.034859,0.035753,0.030055,0.038333,0.034039,0.034145,0.03755,0.035336,0.033841,0.038985,0.037585,0.037332,0.036418,0.03554,0.035852,0.036146,0.036746,0.034121,0.034066,0.035727,0.035745,0.035696,0.035499,0.035776,0.03544,0.037579,0.033274,0.034561,0.034775,0.03507,0.030893,0.035027,0.037467,0.031034,0.038838,0.038545,0.037046,0.037579,0.036885,0,0.03379,0.034041,0.03906,0.03945,0.038365,0.0386,0.03695,0.036632,0.034286,0.034331,0.035372,0.035475,0.033646,0.034688,0.037301,0.036003,0.032555,0.03195,0.036511,0.035966,0.034807,0.035736,0.039393,0.036088,0.044872,0.032088,0.037899,0.035843,0.03505,0.056522,0.055556,0.033211,0.090909,0.042553,0,0.071429,0.034903,0.03581,0.033257,0.032782,0.033919,0.032791,0.035296,0.036341,0.035629,0.034306,0.034501,0.034669,0.037098,0.037656,0.035139,0.158893,0.036455,0.036827,0.036279,0.037139,0.034239,0.035341,0.434532,0.03591,0.034816,0.03661,0.036224,0.0366,0.034324,0.035985,0.03417,0.034633,0.033312,0.033695,0.037648,0.038036,0.035844,0.036379,0.033753,0.033896,0.034531,0.033946,0.872336,0.875776,0.876289
227_744546,0.032058,0.032797,0.031085,0.032926,0.031574,0.030011,0.032659,0.031005,0.032037,0.032394,0.031627,0.034062,0.036137,0.035695,0.031783,0.031802,0.03161,0.03342,0.032717,0.032338,0.031425,0.032976,0.034488,0.030275,0.030156,0.031553,0.035468,0.032641,0.032081,0.033867,0.037112,0.030711,0.035103,0.033945,0.036359,0.036366,0.031005,0.031826,0.032351,0.032596,0.030288,0.031414,0.035062,0.035156,0.03548,0.03607,0.034328,0.033642,0.035234,0.033411,0.032523,0.031655,0.033941,0.030719,0.032683,0.033057,0.037037,0.034252,0.033623,0.032872,0.036574,0.034176,0.03379,0,0.034598,0.032218,0.031884,0.035057,0.034663,0.034201,0.033776,0.030019,0.030417,0.028512,0.029309,0.034513,0.034548,0.032995,0.033113,0.032892,0.032838,0.023627,0.032573,0.02723,0.034714,0.034728,0.033972,0.032581,0.030625,0.037432,0.030317,0.032974,0.066964,0.044444,0.031153,0.1,0.032609,0,0.025641,0.031906,0.032771,0.032751,0.033035,0.031655,0.030038,0.034578,0.035453,0.032848,0.032264,0.030337,0.032362,0.034788,0.034238,0.029786,0.150475,0.030292,0.033315,0.03447,0.03672,0.03296,0.033676,0.435053,0.031777,0.033145,0.032045,0.030731,0.032964,0.032508,0.030406,0.034257,0.033748,0.033951,0.035143,0.03292,0.032893,0.032835,0.032848,0.027739,0.028434,0.031514,0.030577,0.874584,0.878272,0.877677
228_744545,0.036026,0.037177,0.036484,0.037458,0.035044,0.035487,0.037386,0.037191,0.036307,0.03669,0.034517,0.035153,0.042278,0.041798,0.036257,0.037934,0.037645,0.035592,0.033232,0.033749,0.031633,0.035224,0.03457,0.031778,0.034289,0.031617,0.032487,0.035882,0.035882,0.033348,0.02969,0.036979,0.039734,0.037831,0.037715,0.035808,0.035415,0.0338,0.037216,0.03709,0.03432,0.035399,0.037305,0.037204,0.03389,0.033934,0.03276,0.031474,0.034133,0.032777,0.035293,0.036316,0.036921,0.033105,0.033802,0.036202,0.034666,0.035463,0.035312,0.035,0.033028,0.037382,0.034041,0.034598,0,0.034402,0.033424,0.036686,0.036993,0.038262,0.037186,0.03538,0.036449,0.03476,0.035401,0.036057,0.035971,0.03396,0.032224,0.035025,0.035222,0.034032,0.034516,0.033194,0.037045,0.037284,0.035093,0.039164,0.034294,0.036018,0.034067,0.034145,0.03913,0.063433,0.03284,0.140625,0.053191,0.3,0.059524,0.035757,0.035618,0.034694,0.033452,0.038674,0.03714,0.032415,0.035907,0.035752,0.03369,0.03436,0.033055,0.036098,0.035654,0.034106,0.170222,0.033289,0.034416,0.033453,0.035054,0.036055,0.039775,0.433229,0.036794,0.036353,0.037216,0.034794,0.036026,0.034416,0.034923,0.035611,0.03587,0.035999,0.035518,0.036454,0.036654,0.035392,0.035402,0.034104,0.034301,0.032654,0.031218,0.868421,0.870854,0.87127
229_744544,0.031551,0.032526,0.032498,0.034353,0.033246,0.033068,0.034093,0.033852,0.03552,0.035267,0.03178,0.032374,0.03926,0.037896,0.033112,0.036831,0.036251,0.032353,0.03295,0.033005,0.032402,0.034658,0.032401,0.031541,0.02988,0.032093,0.036364,0.03127,0.032529,0.033066,0.032091,0.031441,0.035789,0.035332,0.037328,0.03721,0.032736,0.033803,0.035244,0.035811,0.03185,0.033838,0.034688,0.035605,0.034583,0.034751,0.033226,0.032656,0.034674,0.03231,0.034998,0.034026,0.034144,0.035486,0.034811,0.032771,0.032487,0.035284,0.034884,0.036908,0.034618,0.036637,0.03906,0.032218,0.034402,0,0.009182,0.034055,0.034268,0.033889,0.034309,0.033981,0.034678,0.034262,0.034835,0.031616,0.033688,0.032628,0.032167,0.036645,0.037171,0.03634,0.025849,0.033853,0.037584,0.034546,0.037419,0.03,0.03716,0.039264,0.031501,0.034941,0.06087,0.055147,0.035027,0.078125,0.031915,0.2,0.02381,0.035393,0.035456,0.034889,0.035135,0.035234,0.036319,0.035155,0.036599,0.034994,0.034157,0.035866,0.034792,0.034017,0.033147,0.03177,0.153346,0.032979,0.028729,0.035778,0.034228,0.033606,0.037734,0.43362,0.033733,0.033992,0.034976,0.037425,0.032766,0.033497,0.034249,0.033147,0.033902,0.034332,0.035104,0.031136,0.032014,0.036037,0.035106,0.034392,0.035207,0.033981,0.033698,0.874331,0.87874,0.878648
229_745120,0.030816,0.031752,0.033094,0.033025,0.033493,0.033432,0.033241,0.033063,0.035818,0.035488,0.031336,0.0319,0.038753,0.037745,0.032732,0.036313,0.036625,0.0314,0.032285,0.033729,0.031022,0.034309,0.031257,0.030003,0.029288,0.031392,0.035603,0.030728,0.031721,0.032763,0.031246,0.031206,0.034735,0.035173,0.036322,0.036278,0.033257,0.033106,0.034772,0.035984,0.032487,0.0331,0.035177,0.036797,0.03511,0.034944,0.032726,0.031847,0.034234,0.031155,0.034491,0.032836,0.034453,0.033745,0.035168,0.032622,0.032609,0.034884,0.034958,0.036067,0.034788,0.035856,0.03945,0.031884,0.033424,0.009182,0,0.034171,0.033124,0.03381,0.03417,0.033819,0.034625,0.03425,0.033835,0.031403,0.033806,0.031033,0.030384,0.036009,0.036366,0.036796,0.024385,0.03408,0.036628,0.035275,0.03655,0.03125,0.035331,0.038457,0.031331,0.03396,0.059829,0.051471,0.03312,0.102941,0.05102,0,0.046512,0.034803,0.035437,0.035339,0.035101,0.035951,0.035429,0.035529,0.035295,0.035095,0.033679,0.034166,0.034557,0.03427,0.032581,0.031847,0.155228,0.033284,0.029164,0.03467,0.034122,0.033221,0.036699,0.433314,0.033283,0.033902,0.03504,0.035682,0.032583,0.034773,0.033888,0.032818,0.032157,0.034177,0.034509,0.031104,0.03139,0.034695,0.035148,0.033834,0.03466,0.032525,0.032029,0.869846,0.874343,0.874117
230_744543,0.029545,0.029553,0.030111,0.031035,0.030328,0.029455,0.029616,0.029594,0.030002,0.030155,0.027434,0.028348,0.038798,0.038586,0.030804,0.037433,0.03806,0.028792,0.033461,0.026503,0.034384,0.030267,0.027543,0.034805,0.029171,0.032931,0.030235,0.027393,0.029099,0.03567,0.034283,0.028205,0.031826,0.031123,0.036682,0.037725,0.036976,0.03578,0.034961,0.03476,0.034399,0.034028,0.035802,0.035692,0.032551,0.033171,0.034045,0.031481,0.036628,0.033833,0.036691,0.033021,0.036989,0.037276,0.034866,0.03369,0.031563,0.034723,0.033823,0.030792,0.038176,0.038716,0.038365,0.035057,0.036686,0.034055,0.034171,0,0.009207,0.02143,0.022122,0.037993,0.038939,0.032943,0.03416,0.03304,0.032437,0.034405,0.034874,0.034441,0.036481,0.04021,0.032959,0.033626,0.036019,0.021172,0.037605,0.034264,0.033443,0.037065,0.03224,0.033702,0.052632,0.077778,0.035697,0.15625,0.020408,0.166667,0.05814,0.036765,0.036153,0.036259,0.035975,0.038457,0.038096,0.034647,0.036314,0.033371,0.031523,0.030836,0.03009,0.035058,0.034788,0.033783,0.162519,0.033627,0.032344,0.031744,0.033079,0.033096,0.038626,0.433798,0.03358,0.033234,0.033083,0.037861,0.034161,0.030567,0.031013,0.031829,0.032109,0.03576,0.0358,0.033441,0.033924,0.03443,0.033189,0.035776,0.036118,0.033478,0.033073,0.871322,0.87366,0.872837
230_745112,0.028442,0.028672,0.030316,0.03125,0.030139,0.030314,0.030129,0.028933,0.030906,0.031382,0.029282,0.028166,0.039115,0.038669,0.030566,0.037088,0.037753,0.028711,0.033368,0.025089,0.034198,0.030705,0.028399,0.034243,0.029577,0.033702,0.031514,0.028502,0.030037,0.034624,0.034344,0.026854,0.030417,0.031237,0.037825,0.038311,0.03708,0.035996,0.035296,0.035652,0.033999,0.033175,0.035688,0.035102,0.033957,0.032434,0.033686,0.03155,0.036846,0.034389,0.036584,0.031615,0.035732,0.036955,0.034881,0.034581,0.034047,0.033811,0.034396,0.029356,0.038541,0.040431,0.0386,0.034663,0.036993,0.034268,0.033124,0.009207,0,0.022278,0.021547,0.038276,0.038466,0.033252,0.033577,0.032226,0.032415,0.035252,0.034704,0.035498,0.03634,0.038702,0.032833,0.032128,0.038146,0.021129,0.03604,0.035264,0.033434,0.037546,0.03216,0.034524,0.052174,0.067669,0.034534,0.151515,0.040816,0,0.069767,0.036221,0.036271,0.036445,0.036587,0.037771,0.036972,0.032702,0.03392,0.035063,0.03292,0.030439,0.031469,0.033997,0.034074,0.031308,0.162614,0.033956,0.032192,0.03144,0.033227,0.0339,0.037961,0.436671,0.034344,0.033466,0.034116,0.036745,0.033588,0.030209,0.031135,0.031931,0.032613,0.036338,0.03611,0.032701,0.034766,0.034668,0.033827,0.035679,0.035934,0.032879,0.03244,0.87232,0.874855,0.874918
231_744542,0.028521,0.029364,0.030239,0.030745,0.03026,0.030368,0.029106,0.029498,0.03111,0.031533,0.028051,0.029683,0.039748,0.038722,0.030938,0.037698,0.038395,0.030305,0.034853,0.027067,0.034226,0.029576,0.028474,0.037152,0.029362,0.034234,0.032254,0.028282,0.029932,0.034642,0.035197,0.028246,0.032848,0.032727,0.037893,0.037889,0.03679,0.037556,0.033994,0.033675,0.032883,0.033168,0.036325,0.035946,0.035347,0.034438,0.031934,0.031543,0.036344,0.035484,0.036604,0.031733,0.036575,0.036706,0.035886,0.03621,0.031388,0.033366,0.032778,0.031689,0.037955,0.038445,0.03695,0.034201,0.038262,0.033889,0.03381,0.02143,0.022278,0,0.0066,0.036953,0.037205,0.032923,0.033753,0.033113,0.034889,0.032683,0.033253,0.036554,0.03712,0.038928,0.033229,0.031731,0.036961,0.020674,0.038149,0.033666,0.0348,0.039069,0.03237,0.033946,0.061947,0.065217,0.03665,0.09375,0.043478,0.1,0.011905,0.034904,0.035613,0.035232,0.035205,0.038289,0.037261,0.035037,0.035132,0.03272,0.032819,0.032498,0.031768,0.035246,0.035786,0.03282,0.154291,0.034042,0.03279,0.032626,0.033733,0.031466,0.038067,0.438018,0.033489,0.033549,0.033099,0.037971,0.034499,0.029072,0.031047,0.031497,0.032246,0.035258,0.036078,0.034034,0.035518,0.032734,0.032256,0.035431,0.036212,0.032604,0.031363,0.877694,0.881561,0.880942
231_745104,0.028641,0.029657,0.029688,0.030245,0.030256,0.029773,0.028852,0.029159,0.030066,0.030396,0.027914,0.029686,0.03918,0.038444,0.030655,0.03753,0.038677,0.030761,0.034603,0.026519,0.034258,0.029942,0.027702,0.036938,0.02902,0.034466,0.032699,0.027724,0.029501,0.036128,0.035095,0.027657,0.033208,0.03192,0.037251,0.036941,0.036438,0.036593,0.033743,0.033167,0.031969,0.032388,0.035898,0.03595,0.034956,0.034175,0.031744,0.030263,0.036522,0.034132,0.036086,0.031384,0.036967,0.036744,0.035332,0.036382,0.030201,0.03172,0.03123,0.030783,0.037382,0.039352,0.036632,0.033776,0.037186,0.034309,0.03417,0.022122,0.021547,0.0066,0,0.03653,0.037113,0.033265,0.034161,0.032706,0.034261,0.033206,0.03354,0.036324,0.036359,0.038165,0.033554,0.031533,0.036442,0.021363,0.039017,0.041975,0.034079,0.038563,0.03243,0.032905,0.065217,0.065217,0.036009,0.132353,0.03125,0.1,0.05814,0.034957,0.03573,0.034828,0.034905,0.038522,0.036613,0.034596,0.034615,0.032622,0.032597,0.031979,0.031631,0.034728,0.035607,0.033422,0.155088,0.03415,0.033061,0.032372,0.033901,0.031669,0.037455,0.438884,0.033208,0.032944,0.034012,0.036806,0.033443,0.028793,0.030313,0.031184,0.032156,0.035314,0.035723,0.033573,0.034436,0.032108,0.03099,0.035292,0.036093,0.032491,0.032193,0.876904,0.88072,0.880128
