*,185_744505,185_745093,186_744506,186_745101,187-coll832-trial1_767271,187-coll832-trial1_769250,187_744507,187_745109,188-coll832-trial1_767272,188-coll832-trial1_769251,188_744508,188_745117,189-coll853-trial1_767273,189-coll853-trial1_769252,189_744509,190-coll853-trial1_767274,190-coll853-trial1_769253,190_744510,191_744511,192_744512,193_744513,194_744514,195_744515,196_744516,197_744528,198_744527,199_744526,200_744525,201_744524,202_744523,203_744522,204_744521,205_744520,205_745118,206_744519,206_745110,207_744518,207_745102,208_744517,208_745094,209_744529,209_745095,210_744530,210_745103,211_744531,211_745111,212_744532,212_745119,213_744533,214_744534,215_744535,216_744536,217_744537,218_744538,219_744539,220_744540,221-coll801-trial1_767270,222-coll801-trial1_767269,222-coll801-trial1_769248,223_744550,224_744549,225_744548,226_744547,227_744546,228_744545,229_744544,229_745120,230_744543,230_745112,231_744542,231_745104,232_744541,232_745096,233_744553,233_745097,234_744554,234_745105,235_744555,235_745113,236_744556,236_745121,237_744557,238_744558,239_744559,240_744560,241_744561,242_744562,243_744563,244_744564,245_744576,246_744575,247_744574,248_744573,249_744572,250_744571,251_744570,252_744569,253_744568,253_745122,254_744567,254_745114,255_744566,255_745106,256_744565,256_745098,257_744577,257_745099,258_744578,258_745107,259_744579,259_745115,260_744580,260_745123,261_744581,262_744582,263_744583,264_744584,265_744585,266_744586,267_744587,268_744551,269_744552,270_744598,271_744597,272_744596,273_744595,274_744594,275_744593,276_744592,277_744591,277_745124,278_744590,278_745116,279_744589,279_745108,280_744588,280_745100,864_767280,864_769259,869_767286,869_769265,corin-trial1_769254,narranderah-trial1_767276,narranderah-trial1_769255
258_745107,0.032167,0.033247,0.031295,0.03328,0.033733,0.033224,0.032266,0.032447,0.031903,0.032114,0.031109,0.031961,0.037365,0.03622,0.034708,0.03574,0.036447,0.032276,0.032827,0.03093,0.030923,0.032665,0.033113,0.033553,0.031407,0.031828,0.033858,0.032743,0.032184,0.036026,0.034136,0.031593,0.033312,0.034316,0.036191,0.036254,0.031884,0.031396,0.033499,0.034645,0.029236,0.029026,0.034209,0.034145,0.03294,0.03298,0.029564,0.029249,0.033575,0.031456,0.033789,0.033017,0.033605,0.034039,0.033982,0.037348,0.035094,0.032871,0.031944,0.03365,0.033495,0.033237,0.034306,0.032264,0.03369,0.034157,0.033679,0.031523,0.03292,0.032819,0.032597,0.029238,0.029595,0.032587,0.032437,0.023406,0.024601,0.034586,0.033026,0.030143,0.029957,0.036573,0.031172,0.032074,0.033975,0.033614,0.036837,0.036896,0.033897,0.03471,0.029978,0.034612,0.038793,0.077206,0.032911,0.102941,0.021739,0,0.034884,0.034708,0.035377,0.034593,0.034434,0.034795,0.033966,0.03284,0.035294,0.008434,0,0.031254,0.03248,0.032579,0.033469,0.031037,0.154785,0.030617,0.032695,0.029174,0.03206,0.026297,0.036104,0.435004,0.032425,0.032229,0.032919,0.034495,0.033624,0.02684,0.031041,0.032345,0.032279,0.033831,0.033758,0.032138,0.033499,0.027085,0.026621,0.033298,0.034151,0.032921,0.03223,0.870044,0.873919,0.873067
259_744579,0.030128,0.030922,0.031087,0.032856,0.029087,0.028028,0.032147,0.031081,0.031638,0.031945,0.029084,0.028423,0.036429,0.036046,0.029932,0.033552,0.033852,0.029895,0.033401,0.031021,0.030784,0.032345,0.030157,0.033106,0.02968,0.032462,0.033918,0.029219,0.029431,0.035128,0.032195,0.029926,0.032208,0.032816,0.036692,0.037362,0.031144,0.031376,0.032512,0.03253,0.031633,0.032726,0.034296,0.034684,0.03177,0.031116,0.028943,0.028695,0.032937,0.03265,0.033982,0.033619,0.034683,0.030794,0.031028,0.035431,0.032774,0.03113,0.032093,0.029105,0.034992,0.036227,0.034501,0.030337,0.03436,0.035866,0.034166,0.030836,0.030439,0.032498,0.031979,0.035155,0.035789,0.032538,0.03369,0.033345,0.032941,0.032627,0.031887,0.031115,0.030342,0.034587,0.031185,0.029614,0.034932,0.030866,0.034927,0.033333,0.031454,0.035949,0.030434,0.031515,0.047009,0.085185,0.029484,0.117647,0.03125,0.083333,0.046512,0.032911,0.034423,0.032124,0.031975,0.033595,0.032881,0.032979,0.035323,0.033056,0.031254,0,0.009068,0.032433,0.033394,0.029593,0.156223,0.030816,0.031719,0.030402,0.031806,0.032734,0.034774,0.43474,0.034095,0.033547,0.032215,0.034746,0.033529,0.031422,0.030204,0.032231,0.032795,0.03294,0.035013,0.034149,0.034843,0.032892,0.03184,0.031869,0.031727,0.03224,0.032021,0.869152,0.87223,0.871897
259_745115,0.030863,0.031128,0.032677,0.033945,0.028818,0.029021,0.032881,0.032256,0.031342,0.032252,0.029633,0.029436,0.037748,0.037238,0.029249,0.034582,0.034522,0.029712,0.034027,0.030133,0.032088,0.031404,0.030467,0.033509,0.029147,0.032721,0.033039,0.029699,0.030323,0.033732,0.030878,0.029464,0.032389,0.032238,0.036169,0.036385,0.031481,0.031142,0.032964,0.032788,0.032808,0.032104,0.035382,0.035322,0.033347,0.032694,0.029871,0.028238,0.034332,0.032569,0.035176,0.03376,0.035914,0.03169,0.032552,0.035089,0.031734,0.032844,0.033413,0.029264,0.036103,0.03716,0.034669,0.032362,0.033055,0.034792,0.034557,0.03009,0.031469,0.031768,0.031631,0.035233,0.035701,0.034241,0.034169,0.034223,0.033422,0.032122,0.03092,0.031299,0.031354,0.034771,0.03138,0.031139,0.035859,0.031418,0.034987,0.034794,0.030834,0.036821,0.031363,0.032575,0.048246,0.080882,0.029599,0.117647,0.040816,0,0.05814,0.034682,0.035397,0.033833,0.034153,0.035197,0.034286,0.031189,0.033528,0.034588,0.03248,0.009068,0,0.033232,0.032632,0.030532,0.15803,0.031985,0.03165,0.031846,0.031238,0.032631,0.036552,0.43319,0.03491,0.033063,0.032681,0.035472,0.034331,0.031862,0.030064,0.033043,0.032301,0.033299,0.034126,0.033636,0.033787,0.032458,0.03279,0.031999,0.032333,0.033773,0.033425,0.86809,0.871797,0.871681
260_744580,0.030756,0.031883,0.034532,0.034688,0.034137,0.034275,0.031407,0.031505,0.033719,0.033835,0.032919,0.033236,0.036991,0.037113,0.035812,0.034109,0.034869,0.033732,0.034747,0.033138,0.033158,0.032531,0.031887,0.035657,0.031796,0.031525,0.036424,0.032847,0.034324,0.034705,0.034252,0.033649,0.033035,0.034124,0.035503,0.034726,0.032905,0.032224,0.035228,0.034322,0.034868,0.033884,0.034314,0.033122,0.029599,0.030108,0.03265,0.030651,0.031822,0.032093,0.034804,0.035714,0.033754,0.033599,0.03158,0.032929,0.036925,0.034517,0.034868,0.035839,0.033102,0.034808,0.037098,0.034788,0.036098,0.034017,0.03427,0.035058,0.033997,0.035246,0.034728,0.035409,0.036178,0.034882,0.035047,0.033436,0.03392,0.033586,0.033454,0.034956,0.034718,0.035281,0.032739,0.033043,0.037384,0.036521,0.034444,0.037129,0.034213,0.038422,0.034036,0.034702,0.072034,0.054745,0.034638,0.117647,0.030612,0.083333,0.045455,0.036183,0.035977,0.034514,0.0347,0.03561,0.034812,0.033359,0.036387,0.034425,0.032579,0.032433,0.033232,0,0.010189,0.031297,0.155467,0.0338,0.033264,0.035383,0.031631,0.033329,0.036953,0.435385,0.033863,0.033248,0.035921,0.037024,0.033169,0.034463,0.032814,0.033723,0.034775,0.033683,0.036411,0.03338,0.033807,0.032876,0.032132,0.035393,0.034546,0.034177,0.033945,0.874605,0.877738,0.877147
260_745123,0.030952,0.031891,0.034956,0.035029,0.03405,0.034063,0.031059,0.031354,0.034706,0.034191,0.033779,0.03434,0.036853,0.036749,0.03523,0.035161,0.035237,0.033494,0.03456,0.032953,0.033956,0.033261,0.031272,0.034332,0.031082,0.032472,0.036285,0.033581,0.034159,0.034624,0.034671,0.032196,0.034292,0.034191,0.035881,0.035494,0.033693,0.032695,0.03492,0.034907,0.035513,0.034971,0.03422,0.033598,0.030004,0.032203,0.031098,0.030871,0.032913,0.032546,0.034491,0.036646,0.033058,0.033982,0.032392,0.033148,0.035201,0.034281,0.034699,0.035028,0.033677,0.035998,0.037656,0.034238,0.035654,0.033147,0.032581,0.034788,0.034074,0.035786,0.035607,0.03621,0.037597,0.035253,0.035417,0.03394,0.034237,0.033572,0.032995,0.035754,0.035855,0.035113,0.03231,0.033984,0.037297,0.037234,0.035984,0.036524,0.034022,0.038528,0.034311,0.035576,0.064655,0.059259,0.035127,0.132353,0.040816,0.166667,0.034884,0.036601,0.035578,0.035057,0.035101,0.035791,0.034614,0.034817,0.036997,0.034546,0.033469,0.033394,0.032632,0.010189,0,0.031328,0.157619,0.033377,0.033606,0.034468,0.031265,0.032978,0.036668,0.436626,0.034755,0.035441,0.035735,0.036005,0.03523,0.03373,0.03241,0.03456,0.03553,0.035145,0.038001,0.033583,0.034554,0.033262,0.033516,0.035647,0.035929,0.033802,0.034187,0.871576,0.875726,0.875377
261_744581,0.029082,0.029748,0.031099,0.032757,0.030443,0.030731,0.029797,0.029254,0.032359,0.032829,0.029603,0.03112,0.036459,0.035655,0.031444,0.030585,0.031694,0.030269,0.031921,0.028253,0.029257,0.031316,0.029753,0.031297,0.029478,0.031587,0.032766,0.030532,0.031197,0.031669,0.033409,0.029219,0.033204,0.032166,0.035271,0.034861,0.031261,0.030927,0.032835,0.032101,0.031657,0.032231,0.032191,0.033812,0.032398,0.033173,0.031496,0.029783,0.032867,0.031921,0.030989,0.029893,0.033153,0.031732,0.033113,0.032367,0.037324,0.031747,0.031304,0.033471,0.032834,0.035171,0.035139,0.029786,0.034106,0.03177,0.031847,0.033783,0.031308,0.03282,0.033422,0.034471,0.035094,0.031673,0.033652,0.031064,0.032135,0.030735,0.029862,0.03145,0.032093,0.03523,0.029697,0.031435,0.035027,0.035034,0.034373,0.031486,0.031012,0.036814,0.030066,0.032028,0.044248,0.05597,0.028659,0.096774,0.032609,0,0.025641,0.031815,0.032856,0.031825,0.032763,0.032008,0.032133,0.031431,0.034472,0.032616,0.031037,0.029593,0.030532,0.031297,0.031328,0,0.14758,0.029672,0.030832,0.029897,0.033003,0.030511,0.034831,0.434452,0.032751,0.032595,0.032446,0.031938,0.033774,0.029447,0.031745,0.033079,0.032125,0.032682,0.033427,0.033527,0.034929,0.030985,0.03056,0.030527,0.031216,0.030178,0.029922,0.875894,0.879824,0.879163
262_744582,0.14918,0.150062,0.151547,0.155634,0.152571,0.150787,0.150603,0.151899,0.152231,0.151921,0.150041,0.156192,0.155717,0.155907,0.154269,0.152095,0.150867,0.152978,0.151603,0.14924,0.15252,0.15185,0.147619,0.150487,0.149415,0.152892,0.159338,0.158511,0.15429,0.150354,0.160254,0.148814,0.158857,0.160984,0.164083,0.165396,0.155006,0.157962,0.150828,0.152404,0.149326,0.152009,0.150602,0.153515,0.156814,0.160255,0.152033,0.152949,0.153159,0.154803,0.151936,0.151248,0.154109,0.153944,0.154237,0.152362,0.211896,0.150796,0.15034,0.155391,0.156567,0.155206,0.158893,0.150475,0.170222,0.153346,0.155228,0.162519,0.162614,0.154291,0.155088,0.15176,0.15446,0.149994,0.151331,0.150687,0.15297,0.147746,0.147911,0.154904,0.156018,0.167483,0.149735,0.150707,0.152926,0.15639,0.164957,0.230867,0.155962,0.163579,0.150807,0.153099,0.261261,0.277778,0.148807,0.327586,0.234043,0.333333,0.2875,0.151279,0.153115,0.150191,0.152085,0.152778,0.153091,0.172194,0.178116,0.154674,0.154785,0.156223,0.15803,0.155467,0.157619,0.14758,0,0.145206,0.150471,0.151477,0.15465,0.151778,0.151471,0.327598,0.152462,0.152176,0.153221,0.150602,0.151408,0.147132,0.147787,0.155969,0.159251,0.155111,0.159814,0.150644,0.153192,0.150079,0.149556,0.150692,0.151362,0.1503,0.149062,0.74585,0.754686,0.753193
263_744583,0.031313,0.031558,0.032176,0.032664,0.032367,0.031571,0.031086,0.029898,0.033903,0.033004,0.030332,0.030665,0.03875,0.038537,0.031997,0.034559,0.035516,0.030529,0.031311,0.031839,0.030827,0.032163,0.030457,0.032304,0.031435,0.031294,0.034039,0.032578,0.031302,0.03529,0.034322,0.030599,0.033345,0.032527,0.035576,0.034915,0.031318,0.031965,0.033276,0.033246,0.033093,0.033692,0.033737,0.034769,0.034239,0.034534,0.030829,0.030689,0.035834,0.033854,0.033105,0.03136,0.034332,0.031784,0.032286,0.032751,0.039823,0.030409,0.030014,0.034187,0.034164,0.036411,0.036455,0.030292,0.033289,0.032979,0.033284,0.033627,0.033956,0.034042,0.03415,0.033419,0.034436,0.030534,0.03181,0.031326,0.032327,0.029421,0.029179,0.033379,0.034392,0.034049,0.031552,0.031058,0.035768,0.032922,0.038183,0.029925,0.032685,0.038781,0.031184,0.033002,0.030435,0.047794,0.030449,0.140625,0.042553,0,0.012195,0.033234,0.034219,0.032299,0.032477,0.034031,0.033337,0.034432,0.034366,0.030754,0.030617,0.030816,0.031985,0.0338,0.033377,0.029672,0.145206,0,0.033215,0.032623,0.034886,0.030626,0.035233,0.435632,0.033135,0.033381,0.033903,0.032181,0.034781,0.027745,0.029954,0.03481,0.035441,0.0349,0.037039,0.032664,0.032983,0.030797,0.02975,0.031591,0.032466,0.03151,0.031137,0.876056,0.879914,0.878654
264_744584,0.031152,0.031665,0.030782,0.032542,0.033069,0.03214,0.03244,0.033269,0.033091,0.033279,0.030594,0.032167,0.03737,0.037256,0.032434,0.035045,0.03514,0.032702,0.03125,0.030512,0.030215,0.028505,0.030752,0.02988,0.02927,0.030772,0.031332,0.031302,0.031043,0.028332,0.028933,0.030264,0.034508,0.035615,0.03766,0.037988,0.032107,0.032989,0.034838,0.034488,0.033183,0.033419,0.034095,0.034241,0.031376,0.031311,0.029399,0.028529,0.03283,0.032771,0.033366,0.031852,0.033333,0.030598,0.032755,0.033174,0.035477,0.03464,0.033942,0.032872,0.033128,0.034406,0.036827,0.033315,0.034416,0.028729,0.029164,0.032344,0.032192,0.03279,0.033061,0.034658,0.034934,0.033086,0.034634,0.030666,0.031885,0.029114,0.029331,0.034031,0.034859,0.036495,0.02759,0.031298,0.034256,0.034978,0.035025,0.0325,0.033959,0.036018,0.031606,0.033237,0.04386,0.051095,0.03327,0.121212,0.01087,0,0.02381,0.033546,0.035061,0.034316,0.033944,0.032499,0.031867,0.032859,0.034845,0.033115,0.032695,0.031719,0.03165,0.033264,0.033606,0.030832,0.150471,0.033215,0,0.03096,0.032704,0.032906,0.035175,0.436336,0.031789,0.03152,0.032697,0.034541,0.028675,0.03154,0.033348,0.031594,0.031152,0.030574,0.032228,0.029872,0.031066,0.032825,0.03221,0.031848,0.03238,0.03229,0.031526,0.874881,0.879299,0.878599
265_744585,0.028971,0.030134,0.030906,0.032441,0.034101,0.032874,0.030646,0.031698,0.033764,0.033475,0.030612,0.032529,0.03895,0.038025,0.032602,0.035718,0.036497,0.031755,0.028753,0.026109,0.027569,0.031757,0.028683,0.033124,0.029746,0.028087,0.031462,0.03115,0.032115,0.032217,0.031034,0.030072,0.033221,0.034142,0.037448,0.037152,0.034818,0.034136,0.033156,0.033131,0.031099,0.031955,0.034943,0.034996,0.033228,0.033948,0.031547,0.031005,0.034931,0.033678,0.033685,0.033337,0.035647,0.034988,0.034126,0.035109,0.033779,0.033948,0.033241,0.033615,0.035106,0.036287,0.036279,0.03447,0.033453,0.035778,0.03467,0.031744,0.03144,0.032626,0.032372,0.036717,0.03735,0.033344,0.034166,0.031907,0.031472,0.032802,0.031181,0.035955,0.03447,0.039241,0.031549,0.032772,0.034708,0.035089,0.038776,0.032419,0.034465,0.036549,0.032611,0.032973,0.034483,0.051471,0.033344,0.075758,0.042553,0,0.035714,0.034622,0.035396,0.034237,0.033576,0.03736,0.035722,0.033973,0.033275,0.029921,0.029174,0.030402,0.031846,0.035383,0.034468,0.029897,0.151477,0.032623,0.03096,0,0.03318,0.031091,0.035211,0.438776,0.034645,0.035021,0.032738,0.036023,0.033514,0.030974,0.032126,0.034745,0.035131,0.034521,0.035095,0.034025,0.034272,0.030802,0.030983,0.034707,0.035595,0.031599,0.030572,0.875892,0.880438,0.879475
266_744586,0.031204,0.032278,0.032033,0.034192,0.032653,0.032792,0.032482,0.03178,0.033209,0.033728,0.030665,0.031148,0.038037,0.036994,0.031365,0.036642,0.037511,0.030885,0.032594,0.032935,0.032429,0.029432,0.03141,0.035543,0.030178,0.034221,0.03185,0.030156,0.033973,0.034037,0.032089,0.031011,0.03132,0.031206,0.034885,0.035038,0.034077,0.032276,0.03437,0.034807,0.033863,0.03499,0.034686,0.033074,0.031462,0.031942,0.023099,0.022419,0.03344,0.029837,0.033099,0.034844,0.033507,0.033948,0.032026,0.034906,0.034457,0.035904,0.035981,0.032474,0.033692,0.035877,0.037139,0.03672,0.035054,0.034228,0.034122,0.033079,0.033227,0.033733,0.033901,0.036791,0.03675,0.034457,0.033982,0.032212,0.032764,0.033655,0.033449,0.032963,0.033117,0.037087,0.03308,0.032862,0.035933,0.033341,0.03625,0.042929,0.033751,0.036936,0.033553,0.034919,0.058036,0.041045,0.034974,0.112903,0.042553,0,0.025641,0.037187,0.035809,0.035392,0.035239,0.034167,0.032635,0.032764,0.033665,0.033644,0.03206,0.031806,0.031238,0.031631,0.031265,0.033003,0.15465,0.034886,0.032704,0.03318,0,0.033217,0.036697,0.435384,0.034995,0.036168,0.035277,0.036677,0.037007,0.031943,0.032388,0.034855,0.035001,0.034172,0.036794,0.033848,0.034021,0.034461,0.034171,0.03698,0.036409,0.032704,0.032774,0.871346,0.875625,0.874894
267_744587,0.031659,0.033043,0.033216,0.033656,0.030035,0.029759,0.031719,0.031946,0.032075,0.031429,0.030698,0.033194,0.037518,0.037116,0.033265,0.035275,0.03604,0.032213,0.033841,0.029842,0.031107,0.030054,0.03091,0.032445,0.031821,0.033266,0.033181,0.03295,0.0317,0.033599,0.033881,0.030188,0.033475,0.034768,0.03673,0.03733,0.035097,0.033878,0.034245,0.033664,0.027696,0.028297,0.032574,0.032449,0.033769,0.03492,0.030313,0.029851,0.033828,0.032733,0.032134,0.032322,0.03457,0.033546,0.033751,0.034078,0.030506,0.034586,0.034153,0.032234,0.033658,0.032792,0.034239,0.03296,0.036055,0.033606,0.033221,0.033096,0.0339,0.031466,0.031669,0.034327,0.034811,0.031454,0.031593,0.028462,0.029089,0.033399,0.033422,0.032482,0.031666,0.035406,0.029801,0.03099,0.032581,0.032828,0.033976,0.03625,0.033093,0.036118,0.029985,0.033104,0.060345,0.061594,0.033016,0.109375,0.03125,0.25,0.071429,0.033807,0.036164,0.03295,0.032738,0.034608,0.034233,0.031647,0.033743,0.02695,0.026297,0.032734,0.032631,0.033329,0.032978,0.030511,0.151778,0.030626,0.032906,0.031091,0.033217,0,0.035517,0.437218,0.032324,0.032066,0.033518,0.03499,0.033465,0.028915,0.029886,0.030803,0.030165,0.032304,0.033897,0.032293,0.03315,0.021083,0.021036,0.031253,0.032461,0.032757,0.032596,0.87402,0.87809,0.877185
268_744551,0.033165,0.034318,0.035494,0.036808,0.034401,0.033725,0.036453,0.03583,0.035033,0.034578,0.035135,0.037572,0.027416,0.02646,0.036152,0.030507,0.030277,0.03674,0.035499,0.033207,0.035426,0.036159,0.03548,0.034249,0.034346,0.035564,0.039724,0.036293,0.035439,0.035765,0.036338,0.034706,0.037515,0.038911,0.037183,0.037289,0.032816,0.033649,0.034521,0.035352,0.033973,0.03492,0.036776,0.036991,0.038332,0.039075,0.035538,0.035264,0.037191,0.036017,0.035334,0.03573,0.034397,0.035769,0.035528,0.034811,0.032841,0.035374,0.034259,0.036368,0.037221,0.035566,0.035341,0.033676,0.039775,0.037734,0.036699,0.038626,0.037961,0.038067,0.037455,0.037471,0.038012,0.03415,0.035779,0.034715,0.035501,0.033841,0.03348,0.036768,0.036091,0.038482,0.035357,0.035883,0.033946,0.038976,0.036224,0.037406,0.034018,0.038215,0.033734,0.035863,0.052632,0.074074,0.035316,0.145161,0.021277,0,0.038462,0.029489,0.029943,0.029865,0.030293,0.035114,0.033187,0.03845,0.039455,0.037439,0.036104,0.034774,0.036552,0.036953,0.036668,0.034831,0.151471,0.035233,0.035175,0.035211,0.036697,0.035517,0,0.429685,0.034887,0.034869,0.034119,0.034384,0.035321,0.035825,0.033589,0.036557,0.036178,0.03713,0.037059,0.035926,0.035869,0.034584,0.03535,0.033626,0.033819,0.036639,0.035924,0.875553,0.880114,0.879048
269_744552,0.437487,0.436885,0.436024,0.435948,0.435445,0.434064,0.437583,0.434211,0.435076,0.435437,0.435394,0.436144,0.428861,0.428979,0.434546,0.429488,0.431578,0.435607,0.434265,0.43527,0.437158,0.436221,0.436255,0.435921,0.434442,0.436497,0.434461,0.4344,0.43459,0.436084,0.433719,0.435982,0.436831,0.436054,0.437216,0.436382,0.436034,0.433628,0.433964,0.43453,0.435549,0.436088,0.436608,0.437445,0.434706,0.43454,0.435462,0.434965,0.435998,0.434546,0.437917,0.434307,0.437087,0.434951,0.436072,0.437297,0.423163,0.436649,0.436389,0.436503,0.434682,0.436411,0.434532,0.435053,0.433229,0.43362,0.433314,0.433798,0.436671,0.438018,0.438884,0.435936,0.434558,0.43668,0.435966,0.435966,0.435989,0.432967,0.434357,0.434095,0.434765,0.43423,0.434392,0.438263,0.437179,0.437799,0.430966,0.44875,0.433163,0.433945,0.434305,0.435502,0.459821,0.429104,0.434967,0.5,0.434783,0.333333,0.3875,0.432116,0.432341,0.431051,0.430658,0.434845,0.435175,0.43228,0.43206,0.434024,0.435004,0.43474,0.43319,0.435385,0.436626,0.434452,0.327598,0.435632,0.436336,0.438776,0.435384,0.437218,0.429685,0,0.436008,0.437541,0.435061,0.437534,0.435993,0.433424,0.435071,0.436645,0.435612,0.43548,0.433655,0.435107,0.439073,0.434759,0.435986,0.43686,0.436949,0.436397,0.436946,0.449124,0.450672,0.451141
270_744598,0.032239,0.033086,0.03079,0.032137,0.031685,0.030332,0.031558,0.031954,0.032096,0.032503,0.031834,0.033833,0.037322,0.036577,0.032552,0.03371,0.034353,0.032062,0.03326,0.031105,0.033595,0.033355,0.032129,0.034707,0.029209,0.03495,0.036041,0.032034,0.033578,0.031928,0.032262,0.031523,0.032939,0.032792,0.038087,0.037372,0.033886,0.034088,0.033798,0.034085,0.032385,0.032438,0.035598,0.034824,0.033268,0.034581,0.032627,0.031921,0.034218,0.031221,0.034661,0.029063,0.034834,0.035179,0.032633,0.034931,0.037574,0.030525,0.030726,0.031836,0.037003,0.033025,0.03591,0.031777,0.036794,0.033733,0.033283,0.03358,0.034344,0.033489,0.033208,0.032977,0.033098,0.029886,0.031223,0.032007,0.032525,0.030424,0.030943,0.034313,0.033408,0.037676,0.032351,0.029924,0.034244,0.033692,0.036406,0.034826,0.033588,0.035885,0.031525,0.030176,0.043103,0.055556,0.035041,0.046875,0.031915,0,0.04878,0.035269,0.036467,0.034296,0.034481,0.035065,0.033841,0.035438,0.037327,0.033375,0.032425,0.034095,0.03491,0.033863,0.034755,0.032751,0.152462,0.033135,0.031789,0.034645,0.034995,0.032324,0.034887,0.436008,0,0.022584,0.032439,0.034101,0.019519,0.03153,0.033445,0.021772,0.020499,0.025787,0.026902,0.020141,0.019152,0.032297,0.030916,0.034038,0.033709,0.032908,0.032618,0.875626,0.879262,0.878174
271_744597,0.031376,0.032042,0.030199,0.030681,0.031205,0.030209,0.030418,0.029577,0.03256,0.033128,0.032236,0.03348,0.036641,0.035686,0.032262,0.0352,0.035299,0.032523,0.034461,0.03126,0.034534,0.033797,0.0307,0.033787,0.028956,0.034339,0.03724,0.031486,0.032178,0.032294,0.034011,0.029749,0.034028,0.035304,0.037755,0.038113,0.033997,0.034808,0.03449,0.034356,0.031782,0.032235,0.034829,0.034595,0.034027,0.034503,0.032878,0.032311,0.034966,0.034325,0.035444,0.029964,0.036443,0.03411,0.032935,0.034816,0.038889,0.030496,0.029986,0.033966,0.035756,0.034349,0.034816,0.033145,0.036353,0.033992,0.033902,0.033234,0.033466,0.033549,0.032944,0.033297,0.03408,0.030847,0.031744,0.032223,0.033162,0.030136,0.029032,0.034632,0.034656,0.036053,0.033513,0.032392,0.034939,0.03375,0.036865,0.037313,0.033977,0.03689,0.032898,0.029272,0.056522,0.058824,0.036133,0.09375,0.042553,0,0.04878,0.03525,0.036044,0.033688,0.033179,0.034965,0.034277,0.035314,0.03662,0.032078,0.032229,0.033547,0.033063,0.033248,0.035441,0.032595,0.152176,0.033381,0.03152,0.035021,0.036168,0.032066,0.034869,0.437541,0.022584,0,0.031783,0.035843,0.019722,0.029687,0.032533,0.020645,0.020662,0.022099,0.022109,0.022543,0.022626,0.032751,0.031555,0.034157,0.033657,0.032689,0.03196,0.875451,0.879095,0.878531
272_744596,0.032018,0.032624,0.032244,0.03411,0.033377,0.031545,0.033179,0.033847,0.033866,0.033054,0.031934,0.033987,0.037391,0.036579,0.033318,0.034309,0.034473,0.03411,0.034489,0.030204,0.034376,0.032673,0.033168,0.034486,0.031478,0.034893,0.035317,0.032703,0.033285,0.035675,0.033434,0.032916,0.0361,0.036819,0.038855,0.03869,0.032954,0.033628,0.03364,0.033769,0.033001,0.034622,0.035591,0.035295,0.036781,0.038073,0.033683,0.033498,0.037422,0.035387,0.036333,0.034492,0.034948,0.035045,0.03502,0.035022,0.03812,0.034507,0.034252,0.035279,0.036943,0.033926,0.03661,0.032045,0.037216,0.034976,0.03504,0.033083,0.034116,0.033099,0.034012,0.035276,0.036292,0.031554,0.032612,0.032435,0.032839,0.03253,0.0326,0.035599,0.035761,0.036991,0.033598,0.031621,0.032932,0.033289,0.035221,0.03875,0.034742,0.034853,0.033214,0.034679,0.065217,0.077778,0.035659,0.129032,0.042553,0,0.0625,0.034102,0.034992,0.033474,0.033272,0.035297,0.034074,0.036277,0.038278,0.03363,0.032919,0.032215,0.032681,0.035921,0.035735,0.032446,0.153221,0.033903,0.032697,0.032738,0.035277,0.033518,0.034119,0.435061,0.032439,0.031783,0,0.035201,0.032926,0.031057,0.03227,0.034209,0.033081,0.032778,0.034311,0.03346,0.033871,0.032095,0.031558,0.03285,0.033585,0.032682,0.031525,0.875015,0.878365,0.877578
273_744595,0.035024,0.035014,0.034121,0.035489,0.035258,0.03454,0.03474,0.03499,0.03598,0.035556,0.032145,0.035081,0.037448,0.036831,0.036202,0.032057,0.031717,0.036833,0.033215,0.035334,0.032801,0.036369,0.035454,0.032819,0.034049,0.032863,0.038058,0.036926,0.035094,0.03687,0.035652,0.034623,0.037484,0.036518,0.035804,0.035521,0.033798,0.033258,0.03494,0.036277,0.033862,0.034931,0.036049,0.036579,0.03668,0.037847,0.035424,0.034143,0.036761,0.034959,0.034285,0.034685,0.034632,0.03247,0.035325,0.03282,0.039513,0.035458,0.034881,0.035055,0.036982,0.036579,0.036224,0.030731,0.034794,0.037425,0.035682,0.037861,0.036745,0.037971,0.036806,0.035043,0.035878,0.032681,0.033996,0.034402,0.034976,0.033131,0.032622,0.035401,0.034998,0.035144,0.034611,0.033525,0.034237,0.038849,0.037308,0.042394,0.033477,0.038744,0.031609,0.033935,0.035398,0.058824,0.030092,0.112903,0.06383,0,0.064103,0.035232,0.036147,0.03457,0.033786,0.036235,0.033973,0.036326,0.037104,0.036324,0.034495,0.034746,0.035472,0.037024,0.036005,0.031938,0.150602,0.032181,0.034541,0.036023,0.036677,0.03499,0.034384,0.437534,0.034101,0.035843,0.035201,0,0.034684,0.033539,0.032633,0.036209,0.035817,0.035994,0.037495,0.03429,0.03432,0.034784,0.034438,0.032857,0.033748,0.035823,0.034939,0.876815,0.88162,0.880763
